gene	present_in_deposited_matrix	retained_filterByExpr	removal_reason
SMAP2	TRUE	TRUE	retained
SMARCA1	TRUE	TRUE	retained
SMARCA2	TRUE	TRUE	retained
SMARCA4	TRUE	TRUE	retained
SMARCA5	TRUE	TRUE	retained
SMARCAD1	TRUE	TRUE	retained
SMARCAL1	TRUE	TRUE	retained
SMARCB1	TRUE	TRUE	retained
SMARCC1	TRUE	TRUE	retained
SMARCC2	TRUE	TRUE	retained
SMARCD1	TRUE	TRUE	retained
SMARCD2	TRUE	TRUE	retained
SMARCD3	TRUE	TRUE	retained
SMARCE1	TRUE	TRUE	retained
SMARCE1P1	TRUE	TRUE	retained
SMARCE1P2	TRUE	TRUE	retained
SMARCE1P3	TRUE	TRUE	retained
SMARCE1P4	TRUE	TRUE	retained
SMARCE1P5	TRUE	TRUE	retained
SMARCE1P6	TRUE	TRUE	retained
SMC1A	TRUE	TRUE	retained
SMC1B	TRUE	TRUE	retained
SMC2	TRUE	TRUE	retained
SMC3	TRUE	TRUE	retained
SMC3P1	TRUE	TRUE	retained
SMC4	TRUE	TRUE	retained
SMC5	TRUE	TRUE	retained
SMC6	TRUE	TRUE	retained
SMCHD1	TRUE	TRUE	retained
SMCO4	TRUE	TRUE	retained
SMCR8	TRUE	TRUE	retained
SMDT1	TRUE	TRUE	retained
SMG1	TRUE	TRUE	retained
SMG1P1	TRUE	TRUE	retained
SMG1P2	TRUE	TRUE	retained
SMG1P3	TRUE	TRUE	retained
SMG1P4	TRUE	TRUE	retained
SMG1P5	TRUE	TRUE	retained
SMG1P6	TRUE	TRUE	retained
SMG1P7	TRUE	TRUE	retained
SMG5	TRUE	TRUE	retained
SMG6	TRUE	TRUE	retained
SMG7	TRUE	TRUE	retained
SMG8	TRUE	TRUE	retained
SMG9	TRUE	TRUE	retained
SMIM1	TRUE	TRUE	retained
SMIM12	TRUE	TRUE	retained
SMIM13	TRUE	TRUE	retained
SMIM14	TRUE	TRUE	retained
SMIM15	TRUE	TRUE	retained
SMIM19	TRUE	TRUE	retained
SMIM20	TRUE	TRUE	retained
SMIM26	TRUE	TRUE	retained
SMIM27	TRUE	TRUE	retained
SMIM29	TRUE	TRUE	retained
SMIM3	TRUE	TRUE	retained
SMIM30	TRUE	TRUE	retained
SMIM4	TRUE	TRUE	retained
SMIM43	TRUE	TRUE	retained
SMIM5	TRUE	TRUE	retained
SMIM7	TRUE	TRUE	retained
SMIM8	TRUE	TRUE	retained
SMN1	TRUE	TRUE	retained
SMN2	TRUE	TRUE	retained
SMNDC1	TRUE	TRUE	retained
SMO	TRUE	TRUE	retained
SMOC1	TRUE	TRUE	retained
SMOC2	TRUE	TRUE	retained
SMOX	TRUE	TRUE	retained
SMPD1	TRUE	TRUE	retained
SMPD2	TRUE	TRUE	retained
SMPD3	TRUE	TRUE	retained
SMPD4	TRUE	TRUE	retained
SMPD4BP	TRUE	TRUE	retained
SMPDL3A	TRUE	TRUE	retained
SMS	TRUE	TRUE	retained
SMTN	TRUE	TRUE	retained
SMTNL2	TRUE	TRUE	retained
SMU1	TRUE	TRUE	retained
SMU1P1	TRUE	TRUE	retained
SMUG1	TRUE	TRUE	retained
SMURF1	TRUE	TRUE	retained
SMURF2	TRUE	TRUE	retained
SMYD2	TRUE	TRUE	retained
SMYD3	TRUE	TRUE	retained
SMYD4	TRUE	TRUE	retained
SMYD5	TRUE	TRUE	retained
SNAI1	TRUE	TRUE	retained
SNAI2	TRUE	TRUE	retained
SNAI3	TRUE	TRUE	retained
SNAP23	TRUE	TRUE	retained
SNAP25	TRUE	TRUE	retained
SNAP29	TRUE	TRUE	retained
SNAP47	TRUE	TRUE	retained
SNAP91	TRUE	TRUE	retained
SNAPC1	TRUE	TRUE	retained
SNAPC2	TRUE	TRUE	retained
SNAPC3	TRUE	TRUE	retained
SNAPC4	TRUE	TRUE	retained
SNAPC5	TRUE	TRUE	retained
SNAPIN	TRUE	TRUE	retained
SNCA	TRUE	TRUE	retained
SNCAIP	TRUE	TRUE	retained
SNCG	TRUE	TRUE	retained
SND1	TRUE	TRUE	retained
SNED1	TRUE	TRUE	retained
SNF8	TRUE	TRUE	retained
SNF8P1	TRUE	TRUE	retained
SNHG1	TRUE	TRUE	retained
SNHG12	TRUE	TRUE	retained
SNHG14	TRUE	TRUE	retained
SNHG15	TRUE	TRUE	retained
SNHG16	TRUE	TRUE	retained
SNHG22	TRUE	TRUE	retained
SNHG29	TRUE	TRUE	retained
SNHG3	TRUE	TRUE	retained
SNHG32	TRUE	TRUE	retained
SNHG7	TRUE	TRUE	retained
SNHG8	TRUE	TRUE	retained
SNIP1	TRUE	TRUE	retained
SNN	TRUE	TRUE	retained
SNORA12	TRUE	TRUE	retained
SNORA22	TRUE	TRUE	retained
SNORA23	TRUE	TRUE	retained
SNORA37	TRUE	TRUE	retained
SNORA49	TRUE	TRUE	retained
SNORA53	TRUE	TRUE	retained
SNORA54	TRUE	TRUE	retained
SNORA59A	TRUE	TRUE	retained
SNORA59B	TRUE	TRUE	retained
SNORA5A	TRUE	TRUE	retained
SNORA5C	TRUE	TRUE	retained
SNORA73B	TRUE	TRUE	retained
SNORA74A	TRUE	TRUE	retained
SNORA74B	TRUE	TRUE	retained
SNORA7B	TRUE	TRUE	retained
SNORD104	TRUE	TRUE	retained
SNORD113-1	TRUE	TRUE	retained
SNORD113-2	TRUE	TRUE	retained
SNORD113-3	TRUE	TRUE	retained
SNORD114-11	TRUE	TRUE	retained
SNORD114-2	TRUE	TRUE	retained
SNORD114-3	TRUE	TRUE	retained
SNORD114-31	TRUE	TRUE	retained
SNORD114-7	TRUE	TRUE	retained
SNORD13	TRUE	TRUE	retained
SNORD15B	TRUE	TRUE	retained
SNORD17	TRUE	TRUE	retained
SNORD3A	TRUE	TRUE	retained
SNORD3B-1	TRUE	TRUE	retained
SNORD3B-2	TRUE	TRUE	retained
SNORD3C	TRUE	TRUE	retained
SNORD89	TRUE	TRUE	retained
SNORD94	TRUE	TRUE	retained
SNPH	TRUE	TRUE	retained
SNRK	TRUE	TRUE	retained
SNRNP200	TRUE	TRUE	retained
SNRNP25	TRUE	TRUE	retained
SNRNP27	TRUE	TRUE	retained
SNRNP35	TRUE	TRUE	retained
SNRNP40	TRUE	TRUE	retained
SNRNP48	TRUE	TRUE	retained
SNRNP70	TRUE	TRUE	retained
SNRPA	TRUE	TRUE	retained
SNRPA1	TRUE	TRUE	retained
SNRPA1P1	TRUE	TRUE	retained
SNRPB	TRUE	TRUE	retained
SNRPB2	TRUE	TRUE	retained
SNRPC	TRUE	TRUE	retained
SNRPCP2	TRUE	TRUE	retained
SNRPCP6	TRUE	TRUE	retained
SNRPD1	TRUE	TRUE	retained
SNRPD2	TRUE	TRUE	retained
SNRPD2P1	TRUE	TRUE	retained
SNRPD3	TRUE	TRUE	retained
SNRPE	TRUE	TRUE	retained
SNRPEP2	TRUE	TRUE	retained
SNRPEP4	TRUE	TRUE	retained
SNRPF	TRUE	TRUE	retained
SNRPFP1	TRUE	TRUE	retained
SNRPG	TRUE	TRUE	retained
SNRPGP10	TRUE	TRUE	retained
SNRPGP15	TRUE	TRUE	retained
SNRPGP2	TRUE	TRUE	retained
SNRPN	TRUE	TRUE	retained
SNTA1	TRUE	TRUE	retained
SNTB1	TRUE	TRUE	retained
SNTB2	TRUE	TRUE	retained
SNU13	TRUE	TRUE	retained
SNUPN	TRUE	TRUE	retained
SNW1	TRUE	TRUE	retained
SNX1	TRUE	TRUE	retained
SNX10	TRUE	TRUE	retained
SNX11	TRUE	TRUE	retained
SNX12	TRUE	TRUE	retained
SNX13	TRUE	TRUE	retained
SNX14	TRUE	TRUE	retained
SNX16	TRUE	TRUE	retained
SNX17	TRUE	TRUE	retained
SNX18	TRUE	TRUE	retained
SNX19	TRUE	TRUE	retained
SNX19P1	TRUE	TRUE	retained
SNX19P2	TRUE	TRUE	retained
SNX19P3	TRUE	TRUE	retained
SNX2	TRUE	TRUE	retained
SNX20	TRUE	TRUE	retained
SNX21	TRUE	TRUE	retained
SNX22	TRUE	TRUE	retained
SNX24	TRUE	TRUE	retained
SNX25	TRUE	TRUE	retained
SNX25P1	TRUE	TRUE	retained
SNX27	TRUE	TRUE	retained
SNX29	TRUE	TRUE	retained
SNX29P1	TRUE	TRUE	retained
SNX3	TRUE	TRUE	retained
SNX30	TRUE	TRUE	retained
SNX32	TRUE	TRUE	retained
SNX33	TRUE	TRUE	retained
SNX4	TRUE	TRUE	retained
SNX5	TRUE	TRUE	retained
SNX5P1	TRUE	TRUE	retained
SNX5P2	TRUE	TRUE	retained
SNX6	TRUE	TRUE	retained
SNX6P1	TRUE	TRUE	retained
SNX7	TRUE	TRUE	retained
SNX8	TRUE	TRUE	retained
SNX9	TRUE	TRUE	retained
SOAT1	TRUE	TRUE	retained
SOBP	TRUE	TRUE	retained
SOCS1	TRUE	TRUE	retained
SOCS2	TRUE	TRUE	retained
SOCS3	TRUE	TRUE	retained
SOCS4	TRUE	TRUE	retained
SOCS5	TRUE	TRUE	retained
SOCS6	TRUE	TRUE	retained
SOCS7	TRUE	TRUE	retained
SOD1	TRUE	TRUE	retained
SOD1P3	TRUE	TRUE	retained
SOD2	TRUE	TRUE	retained
SOD3	TRUE	TRUE	retained
SOGA1	TRUE	TRUE	retained
SON	TRUE	TRUE	retained
SORBS1	TRUE	TRUE	retained
SORBS2	TRUE	TRUE	retained
SORBS3	TRUE	TRUE	retained
SORCS2	TRUE	TRUE	retained
SORD	TRUE	TRUE	retained
SORL1	TRUE	TRUE	retained
SORT1	TRUE	TRUE	retained
SOS1	TRUE	TRUE	retained
SOS2	TRUE	TRUE	retained
SOWAHB	TRUE	TRUE	retained
SOWAHC	TRUE	TRUE	retained
SOWAHD	TRUE	TRUE	retained
SOX11	TRUE	TRUE	retained
SOX12	TRUE	TRUE	retained
SOX13	TRUE	TRUE	retained
SOX14	TRUE	TRUE	retained
SOX17	TRUE	TRUE	retained
SOX18	TRUE	TRUE	retained
SOX2	TRUE	TRUE	retained
SOX4	TRUE	TRUE	retained
SOX5	TRUE	TRUE	retained
SOX5P1	TRUE	TRUE	retained
SOX6	TRUE	TRUE	retained
SOX7	TRUE	TRUE	retained
SOX8	TRUE	TRUE	retained
SOX9	TRUE	TRUE	retained
SP1	TRUE	TRUE	retained
SP100	TRUE	TRUE	retained
SP110	TRUE	TRUE	retained
SP140	TRUE	TRUE	retained
SP140L	TRUE	TRUE	retained
SP2	TRUE	TRUE	retained
SP3	TRUE	TRUE	retained
SP3P	TRUE	TRUE	retained
SP4	TRUE	TRUE	retained
SP5	TRUE	TRUE	retained
SP6	TRUE	TRUE	retained
SPACA6P-AS	TRUE	TRUE	retained
SPACA9	TRUE	TRUE	retained
SPAG1	TRUE	TRUE	retained
SPAG16	TRUE	TRUE	retained
SPAG17	TRUE	TRUE	retained
SPAG4	TRUE	TRUE	retained
SPAG5	TRUE	TRUE	retained
SPAG5-AS1	TRUE	TRUE	retained
SPAG7	TRUE	TRUE	retained
SPAG8	TRUE	TRUE	retained
SPAG9	TRUE	TRUE	retained
SPARC	TRUE	TRUE	retained
SPARCL1	TRUE	TRUE	retained
SPART	TRUE	TRUE	retained
SPAST	TRUE	TRUE	retained
SPATA13	TRUE	TRUE	retained
SPATA18	TRUE	TRUE	retained
SPATA2	TRUE	TRUE	retained
SPATA20	TRUE	TRUE	retained
SPATA20P1	TRUE	TRUE	retained
SPATA21	TRUE	TRUE	retained
SPATA22	TRUE	TRUE	retained
SPATA24	TRUE	TRUE	retained
SPATA25	TRUE	TRUE	retained
SPATA2L	TRUE	TRUE	retained
SPATA33	TRUE	TRUE	retained
SPATA5	TRUE	TRUE	retained
SPATA5L1	TRUE	TRUE	retained
SPATA6	TRUE	TRUE	retained
SPATA6L	TRUE	TRUE	retained
SPATA7	TRUE	TRUE	retained
SPATA9	TRUE	TRUE	retained
SPATC1	TRUE	TRUE	retained
SPATC1L	TRUE	TRUE	retained
SPATS2	TRUE	TRUE	retained
SPATS2L	TRUE	TRUE	retained
SPC24	TRUE	TRUE	retained
SPC25	TRUE	TRUE	retained
SPCS1	TRUE	TRUE	retained
SPCS2	TRUE	TRUE	retained
SPCS2P4	TRUE	TRUE	retained
SPCS3	TRUE	TRUE	retained
SPDL1	TRUE	TRUE	retained
SPDYE1	TRUE	TRUE	retained
SPDYE10P	TRUE	TRUE	retained
SPDYE11	TRUE	TRUE	retained
SPDYE12P	TRUE	TRUE	retained
SPDYE13	TRUE	TRUE	retained
SPDYE14	TRUE	TRUE	retained
SPDYE15	TRUE	TRUE	retained
SPDYE16	TRUE	TRUE	retained
SPDYE17	TRUE	TRUE	retained
SPDYE18	TRUE	TRUE	retained
SPDYE2	TRUE	TRUE	retained
SPDYE21	TRUE	TRUE	retained
SPDYE2B	TRUE	TRUE	retained
SPDYE3	TRUE	TRUE	retained
SPDYE5	TRUE	TRUE	retained
SPDYE6	TRUE	TRUE	retained
SPDYE7P	TRUE	TRUE	retained
SPDYE8	TRUE	TRUE	retained
SPDYE9	TRUE	TRUE	retained
SPECC1	TRUE	TRUE	retained
SPECC1L	TRUE	TRUE	retained
SPEF2	TRUE	TRUE	retained
SPEG	TRUE	TRUE	retained
SPEN	TRUE	TRUE	retained
SPESP1	TRUE	TRUE	retained
SPG11	TRUE	TRUE	retained
SPG21	TRUE	TRUE	retained
SPG7	TRUE	TRUE	retained
SPHK1	TRUE	TRUE	retained
SPHK2	TRUE	TRUE	retained
SPI1	TRUE	TRUE	retained
SPICE1	TRUE	TRUE	retained
SPIDR	TRUE	TRUE	retained
SPIN1	TRUE	TRUE	retained
SPIN2A	TRUE	TRUE	retained
SPIN2B	TRUE	TRUE	retained
SPIN3	TRUE	TRUE	retained
SPIN4	TRUE	TRUE	retained
SPINDOC	TRUE	TRUE	retained
SPINK5	TRUE	TRUE	retained
SPINT1	TRUE	TRUE	retained
SPINT2	TRUE	TRUE	retained
SPIRE1	TRUE	TRUE	retained
SPIRE2	TRUE	TRUE	retained
SPNS2	TRUE	TRUE	retained
SPOCD1	TRUE	TRUE	retained
SPOCK1	TRUE	TRUE	retained
SPOCK2	TRUE	TRUE	retained
SPON1	TRUE	TRUE	retained
SPON2	TRUE	TRUE	retained
SPOP	TRUE	TRUE	retained
SPOPL	TRUE	TRUE	retained
SPP1	TRUE	TRUE	retained
SPPL2A	TRUE	TRUE	retained
SPPL2B	TRUE	TRUE	retained
SPPL3	TRUE	TRUE	retained
SPR	TRUE	TRUE	retained
SPRED1	TRUE	TRUE	retained
SPRED2	TRUE	TRUE	retained
SPRING1	TRUE	TRUE	retained
SPRTN	TRUE	TRUE	retained
SPRY1	TRUE	TRUE	retained
SPRY2	TRUE	TRUE	retained
SPRY3	TRUE	TRUE	retained
SPRY4	TRUE	TRUE	retained
SPRYD3	TRUE	TRUE	retained
SPRYD4	TRUE	TRUE	retained
SPRYD7	TRUE	TRUE	retained
SPSB1	TRUE	TRUE	retained
SPSB2	TRUE	TRUE	retained
SPTA1	TRUE	TRUE	retained
SPTAN1	TRUE	TRUE	retained
SPTB	TRUE	TRUE	retained
SPTBN1	TRUE	TRUE	retained
SPTBN2	TRUE	TRUE	retained
SPTBN4	TRUE	TRUE	retained
SPTBN5	TRUE	TRUE	retained
SPTLC1	TRUE	TRUE	retained
SPTLC1P1	TRUE	TRUE	retained
SPTLC2	TRUE	TRUE	retained
SPTLC3	TRUE	TRUE	retained
SPTSSA	TRUE	TRUE	retained
SPTY2D1	TRUE	TRUE	retained
SQLE	TRUE	TRUE	retained
SQOR	TRUE	TRUE	retained
SQSTM1	TRUE	TRUE	retained
SRA1	TRUE	TRUE	retained
SRBD1	TRUE	TRUE	retained
SRC	TRUE	TRUE	retained
SRCAP	TRUE	TRUE	retained
SRCIN1	TRUE	TRUE	retained
SRD5A1	TRUE	TRUE	retained
SREBF1	TRUE	TRUE	retained
SREBF2	TRUE	TRUE	retained
SREK1	TRUE	TRUE	retained
SREK1IP1	TRUE	TRUE	retained
SREK1IP1P1	TRUE	TRUE	retained
SRF	TRUE	TRUE	retained
SRFBP1	TRUE	TRUE	retained
SRGAP1	TRUE	TRUE	retained
SRGAP2	TRUE	TRUE	retained
SRGAP2B	TRUE	TRUE	retained
SRGAP2C	TRUE	TRUE	retained
SRGAP2D	TRUE	TRUE	retained
SRGAP3	TRUE	TRUE	retained
SRGN	TRUE	TRUE	retained
SRI	TRUE	TRUE	retained
SRM	TRUE	TRUE	retained
SRP14	TRUE	TRUE	retained
SRP14P1	TRUE	TRUE	retained
SRP14P2	TRUE	TRUE	retained
SRP19	TRUE	TRUE	retained
SRP54	TRUE	TRUE	retained
SRP68	TRUE	TRUE	retained
SRP72	TRUE	TRUE	retained
SRP72P1	TRUE	TRUE	retained
SRP72P2	TRUE	TRUE	retained
SRP9	TRUE	TRUE	retained
SRP9P1	TRUE	TRUE	retained
SRPK1	TRUE	TRUE	retained
SRPK2	TRUE	TRUE	retained
SRPK2P	TRUE	TRUE	retained
SRPK3	TRUE	TRUE	retained
SRPRA	TRUE	TRUE	retained
SRPRB	TRUE	TRUE	retained
SRPX	TRUE	TRUE	retained
SRPX2	TRUE	TRUE	retained
SRR	TRUE	TRUE	retained
SRRD	TRUE	TRUE	retained
SRRM1	TRUE	TRUE	retained
SRRM1P3	TRUE	TRUE	retained
SRRM2	TRUE	TRUE	retained
SRRM4	TRUE	TRUE	retained
SRRM5	TRUE	TRUE	retained
SRRT	TRUE	TRUE	retained
SRSF10	TRUE	TRUE	retained
SRSF11	TRUE	TRUE	retained
SRSF12	TRUE	TRUE	retained
SRSF2	TRUE	TRUE	retained
SRSF3	TRUE	TRUE	retained
SRSF3P1	TRUE	TRUE	retained
SRSF3P4	TRUE	TRUE	retained
SRSF3P5	TRUE	TRUE	retained
SRSF4	TRUE	TRUE	retained
SRSF5	TRUE	TRUE	retained
SRSF6	TRUE	TRUE	retained
SRSF6P2	TRUE	TRUE	retained
SRSF7	TRUE	TRUE	retained
SRSF8	TRUE	TRUE	retained
SRSF9	TRUE	TRUE	retained
SRSF9P1	TRUE	TRUE	retained
SRXN1	TRUE	TRUE	retained
SS18	TRUE	TRUE	retained
SS18L1	TRUE	TRUE	retained
SS18L2	TRUE	TRUE	retained
SS18L2P1	TRUE	TRUE	retained
SSB	TRUE	TRUE	retained
SSBL2P	TRUE	TRUE	retained
SSBL3P1	TRUE	TRUE	retained
SSBL4P	TRUE	TRUE	retained
SSBL5P	TRUE	TRUE	retained
SSBP1	TRUE	TRUE	retained
SSBP2	TRUE	TRUE	retained
SSBP3	TRUE	TRUE	retained
SSBP3P2	TRUE	TRUE	retained
SSBP4	TRUE	TRUE	retained
SSC5D	TRUE	TRUE	retained
SSH1	TRUE	TRUE	retained
SSH2	TRUE	TRUE	retained
SSH3	TRUE	TRUE	retained
SSNA1	TRUE	TRUE	retained
SSPN	TRUE	TRUE	retained
SSPOP	TRUE	TRUE	retained
SSR1	TRUE	TRUE	retained
SSR2	TRUE	TRUE	retained
SSR3	TRUE	TRUE	retained
SSR4	TRUE	TRUE	retained
SSRP1	TRUE	TRUE	retained
SSU72	TRUE	TRUE	retained
SSX2IP	TRUE	TRUE	retained
ST13	TRUE	TRUE	retained
ST13P13	TRUE	TRUE	retained
ST13P15	TRUE	TRUE	retained
ST13P18	TRUE	TRUE	retained
ST13P19	TRUE	TRUE	retained
ST13P3	TRUE	TRUE	retained
ST13P4	TRUE	TRUE	retained
ST13P5	TRUE	TRUE	retained
ST13P6	TRUE	TRUE	retained
ST13P7	TRUE	TRUE	retained
ST14	TRUE	TRUE	retained
ST18	TRUE	TRUE	retained
ST20-AS1	TRUE	TRUE	retained
ST3GAL1	TRUE	TRUE	retained
ST3GAL1P1	TRUE	TRUE	retained
ST3GAL2	TRUE	TRUE	retained
ST3GAL3	TRUE	TRUE	retained
ST3GAL4	TRUE	TRUE	retained
ST3GAL5	TRUE	TRUE	retained
ST3GAL6	TRUE	TRUE	retained
ST6GAL1	TRUE	TRUE	retained
ST6GAL2	TRUE	TRUE	retained
ST6GALNAC1	TRUE	TRUE	retained
ST6GALNAC2	TRUE	TRUE	retained
ST6GALNAC3	TRUE	TRUE	retained
ST6GALNAC4	TRUE	TRUE	retained
ST7	TRUE	TRUE	retained
ST7-OT4	TRUE	TRUE	retained
ST7L	TRUE	TRUE	retained
ST8SIA1	TRUE	TRUE	retained
ST8SIA4	TRUE	TRUE	retained
STAB1	TRUE	TRUE	retained
STAB2	TRUE	TRUE	retained
STAC3	TRUE	TRUE	retained
STAG1	TRUE	TRUE	retained
STAG2	TRUE	TRUE	retained
STAG3	TRUE	TRUE	retained
STAG3L1	TRUE	TRUE	retained
STAG3L2	TRUE	TRUE	retained
STAG3L3	TRUE	TRUE	retained
STAG3L4	TRUE	TRUE	retained
STAG3L5P	TRUE	TRUE	retained
STAM	TRUE	TRUE	retained
STAM2	TRUE	TRUE	retained
STAMBP	TRUE	TRUE	retained
STAMBPL1	TRUE	TRUE	retained
STAP2	TRUE	TRUE	retained
STAR	TRUE	TRUE	retained
STARD10	TRUE	TRUE	retained
STARD13	TRUE	TRUE	retained
STARD3	TRUE	TRUE	retained
STARD3NL	TRUE	TRUE	retained
STARD4	TRUE	TRUE	retained
STARD5	TRUE	TRUE	retained
STARD7	TRUE	TRUE	retained
STARD8	TRUE	TRUE	retained
STARD9	TRUE	TRUE	retained
STAT1	TRUE	TRUE	retained
STAT2	TRUE	TRUE	retained
STAT3	TRUE	TRUE	retained
STAT4	TRUE	TRUE	retained
STAT5A	TRUE	TRUE	retained
STAT5B	TRUE	TRUE	retained
STAT6	TRUE	TRUE	retained
STAU1	TRUE	TRUE	retained
STAU2	TRUE	TRUE	retained
STAU2P1	TRUE	TRUE	retained
STC1	TRUE	TRUE	retained
STC2	TRUE	TRUE	retained
STEAP1B	TRUE	TRUE	retained
STEAP3	TRUE	TRUE	retained
STEAP4	TRUE	TRUE	retained
STEEP1	TRUE	TRUE	retained
STIL	TRUE	TRUE	retained
STIM1	TRUE	TRUE	retained
STIM2	TRUE	TRUE	retained
STIMATE	TRUE	TRUE	retained
STING1	TRUE	TRUE	retained
STIP1	TRUE	TRUE	retained
STIP1P3	TRUE	TRUE	retained
STK10	TRUE	TRUE	retained
STK11	TRUE	TRUE	retained
STK11IP	TRUE	TRUE	retained
STK16	TRUE	TRUE	retained
STK17A	TRUE	TRUE	retained
STK17B	TRUE	TRUE	retained
STK19	TRUE	TRUE	retained
STK24	TRUE	TRUE	retained
STK24P1	TRUE	TRUE	retained
STK25	TRUE	TRUE	retained
STK26	TRUE	TRUE	retained
STK3	TRUE	TRUE	retained
STK32B	TRUE	TRUE	retained
STK32C	TRUE	TRUE	retained
STK35	TRUE	TRUE	retained
STK36	TRUE	TRUE	retained
STK38	TRUE	TRUE	retained
STK38L	TRUE	TRUE	retained
STK39	TRUE	TRUE	retained
STK4	TRUE	TRUE	retained
STK40	TRUE	TRUE	retained
STKLD1	TRUE	TRUE	retained
STMN1	TRUE	TRUE	retained
STMN1P1	TRUE	TRUE	retained
STMN1P2	TRUE	TRUE	retained
STMN2	TRUE	TRUE	retained
STMN3	TRUE	TRUE	retained
STMP1	TRUE	TRUE	retained
STN1	TRUE	TRUE	retained
STOM	TRUE	TRUE	retained
STOML1	TRUE	TRUE	retained
STOML2	TRUE	TRUE	retained
STON1	TRUE	TRUE	retained
STON2	TRUE	TRUE	retained
STOX1	TRUE	TRUE	retained
STOX2	TRUE	TRUE	retained
STPG1	TRUE	TRUE	retained
STRA6	TRUE	TRUE	retained
STRA8	TRUE	TRUE	retained
STRADA	TRUE	TRUE	retained
STRADB	TRUE	TRUE	retained
STRAP	TRUE	TRUE	retained
STRBP	TRUE	TRUE	retained
STRC	TRUE	TRUE	retained
STRCP1	TRUE	TRUE	retained
STRIP1	TRUE	TRUE	retained
STRIP2	TRUE	TRUE	retained
STRN	TRUE	TRUE	retained
STRN3	TRUE	TRUE	retained
STRN4	TRUE	TRUE	retained
STS	TRUE	TRUE	retained
STT3A	TRUE	TRUE	retained
STT3B	TRUE	TRUE	retained
STUB1	TRUE	TRUE	retained
STX10	TRUE	TRUE	retained
STX11	TRUE	TRUE	retained
STX12	TRUE	TRUE	retained
STX16	TRUE	TRUE	retained
STX16-NPEPL1	TRUE	TRUE	retained
STX17	TRUE	TRUE	retained
STX18	TRUE	TRUE	retained
STX1A	TRUE	TRUE	retained
STX1B	TRUE	TRUE	retained
STX2	TRUE	TRUE	retained
STX3	TRUE	TRUE	retained
STX4	TRUE	TRUE	retained
STX5	TRUE	TRUE	retained
STX6	TRUE	TRUE	retained
STX7	TRUE	TRUE	retained
STX8	TRUE	TRUE	retained
STXBP1	TRUE	TRUE	retained
STXBP2	TRUE	TRUE	retained
STXBP3	TRUE	TRUE	retained
STXBP4	TRUE	TRUE	retained
STXBP5	TRUE	TRUE	retained
STXBP5L	TRUE	TRUE	retained
STXBP6	TRUE	TRUE	retained
STYK1	TRUE	TRUE	retained
STYX	TRUE	TRUE	retained
STYXL1	TRUE	TRUE	retained
STYXL2	TRUE	TRUE	retained
SUB1	TRUE	TRUE	retained
SUB1P1	TRUE	TRUE	retained
SUB1P3	TRUE	TRUE	retained
SUCLA2	TRUE	TRUE	retained
SUCLA2P1	TRUE	TRUE	retained
SUCLA2P3	TRUE	TRUE	retained
SUCLG1	TRUE	TRUE	retained
SUCLG2	TRUE	TRUE	retained
SUCLG2P2	TRUE	TRUE	retained
SUCO	TRUE	TRUE	retained
SUDS3	TRUE	TRUE	retained
SUDS3P1	TRUE	TRUE	retained
SUFU	TRUE	TRUE	retained
SUGCT	TRUE	TRUE	retained
SUGP1	TRUE	TRUE	retained
SUGP2	TRUE	TRUE	retained
SUGT1	TRUE	TRUE	retained
SUGT1P2	TRUE	TRUE	retained
SUGT1P3	TRUE	TRUE	retained
SULF1	TRUE	TRUE	retained
SULF2	TRUE	TRUE	retained
SULT1A1	TRUE	TRUE	retained
SULT1A2	TRUE	TRUE	retained
SULT1A3	TRUE	TRUE	retained
SULT1C2	TRUE	TRUE	retained
SULT1C4	TRUE	TRUE	retained
SUMF1	TRUE	TRUE	retained
SUMF2	TRUE	TRUE	retained
SUMO1	TRUE	TRUE	retained
SUMO1P3	TRUE	TRUE	retained
SUMO1P4	TRUE	TRUE	retained
SUMO2	TRUE	TRUE	retained
SUMO2P1	TRUE	TRUE	retained
SUMO2P17	TRUE	TRUE	retained
SUMO2P21	TRUE	TRUE	retained
SUMO2P3	TRUE	TRUE	retained
SUMO3	TRUE	TRUE	retained
SUMO4	TRUE	TRUE	retained
SUN1	TRUE	TRUE	retained
SUN2	TRUE	TRUE	retained
SUOX	TRUE	TRUE	retained
SUPT16H	TRUE	TRUE	retained
SUPT16HP1	TRUE	TRUE	retained
SUPT20H	TRUE	TRUE	retained
SUPT3H	TRUE	TRUE	retained
SUPT4H1	TRUE	TRUE	retained
SUPT4H1P1	TRUE	TRUE	retained
SUPT4H1P2	TRUE	TRUE	retained
SUPT5H	TRUE	TRUE	retained
SUPT6H	TRUE	TRUE	retained
SUPT7L	TRUE	TRUE	retained
SUPV3L1	TRUE	TRUE	retained
SURF1	TRUE	TRUE	retained
SURF2	TRUE	TRUE	retained
SURF4	TRUE	TRUE	retained
SURF6	TRUE	TRUE	retained
SUSD1	TRUE	TRUE	retained
SUSD2	TRUE	TRUE	retained
SUSD3	TRUE	TRUE	retained
SUSD4	TRUE	TRUE	retained
SUSD6	TRUE	TRUE	retained
SUV39H1	TRUE	TRUE	retained
SUV39H2	TRUE	TRUE	retained
SUZ12	TRUE	TRUE	retained
SUZ12P1	TRUE	TRUE	retained
SV2A	TRUE	TRUE	retained
SVBP	TRUE	TRUE	retained
SVEP1	TRUE	TRUE	retained
SVIL	TRUE	TRUE	retained
